candidate_rank,ID,Name,Role,decision,predicted_decision,prediction_confidence,skill_match_score,text_similarity_score,overall_match_score,selection_probability,candidate_score,recommendation,matched_skills_text,missing_skills_text,explanation_summary
9362,robeda538,Robert Davis,Blockchain Developer,select,reject,53.79,0.0,2.96,1.78,46.21,10.04,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9363,rivash0942,hiral choudhury,data analyst,reject,reject,60.44,0.0,7.86,4.72,39.56,10.04,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9364,rivash0627,uttam pandey,software engineer,reject,reject,58.98,0.0,6.8,4.08,41.02,10.04,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9365,anthno261,Anthony Nolan,E-commerce Specialist,reject,reject,53.0,0.0,2.36,1.42,47.0,10.04,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9366,mr.jo364,Mr. Jonathon Garcia,Database Administrator,select,reject,53.35,0.0,2.63,1.58,46.65,10.04,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9367,britsm947,Brittany Smith,DevOps Engineer,select,reject,51.89,0.0,1.53,0.92,48.11,10.04,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9368,kirkad255,Kirk Adams,Content Writer,select,reject,60.7,0.0,8.07,4.84,39.3,10.04,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9369,markhe713,Mark Hernandez,Data Analyst,select,reject,56.22,0.0,4.77,2.86,43.78,10.04,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9370,rivash0307,jivin patel,product manager,reject,reject,57.68,0.0,5.79,3.47,42.32,10.03,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9371,rivash0438,gina nair,software engineer,reject,reject,59.42,0.0,7.09,4.25,40.58,10.03,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9372,rivash0019,harshini kohli,software engineer,reject,reject,59.43,0.0,7.08,4.25,40.57,10.03,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9373,karesm321,Karen Smith,System Administrator,select,reject,59.06,0.0,6.81,4.09,40.94,10.03,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9374,harima102,Ishan,Data Scientist,select,reject,55.54,0.0,4.21,2.53,44.46,10.03,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9375,jadefu913,Jade Fuentes,Blockchain Developer,reject,reject,51.64,0.0,1.33,0.8,48.36,10.03,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9376,meliwi529,Melissa Williams,Cloud Engineer,select,reject,56.56,0.0,4.99,2.99,43.44,10.03,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9377,willto385,William Torres,Business Analyst,select,reject,53.6,0.0,2.76,1.66,46.4,10.03,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9378,edwari865,Edward Rivas,System Administrator,select,reject,57.59,0.0,5.73,3.44,42.41,10.03,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9379,anthpa107,Anthony Padilla,Data Architect,reject,reject,57.77,0.0,5.89,3.53,42.23,10.03,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9380,briawo412,Brian Wong,AI Researcher,select,reject,60.01,0.0,7.51,4.51,39.99,10.03,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9381,rivash0658,namrata verma,ui designer,select,reject,50.99,0.0,0.84,0.5,49.01,10.03,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9382,yvonro414,Yvonne Rodriguez,Data Architect,reject,reject,59.37,0.0,7.03,4.22,40.63,10.03,Not Recommended,None,data analysis,This candidate has limited alignment with the current job requirements.
9383,johnph684,John Phillips,Cloud Engineer,select,reject,56.29,0.0,4.73,2.84,43.71,10.02,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9384,ronade115,Ronald Deleon,QA Engineer,select,reject,56.28,0.0,4.74,2.84,43.72,10.02,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9385,U_86,Benjamin,UI Designer,reject,reject,62.69,0.0,9.46,5.68,37.31,10.02,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9386,chripa389,Christina Page,Cloud Engineer,select,reject,55.81,0.0,4.38,2.63,44.19,10.02,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9387,KotaSai41,Mahin Patel,Software Developer,reject,reject,58.79,0.0,6.56,3.94,41.21,10.02,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9388,rivash0758,rijul sahu,product manager,select,reject,54.32,0.0,3.28,1.97,45.68,10.02,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9389,kimbca564,Kimberly Carey,System Administrator,select,reject,52.31,0.0,1.78,1.07,47.69,10.02,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9390,jeffmo759,Jeffrey Mooney,Content Writer,reject,reject,58.86,0.0,6.64,3.98,41.14,10.02,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9391,rivash0849,veda basu,product manager,reject,reject,60.12,0.0,7.52,4.51,39.88,10.01,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9392,joelsa574,Joel Sawyer,Database Administrator,select,reject,61.09,0.0,8.25,4.95,38.91,10.01,Not Recommended,None,data science,This candidate has limited alignment with the current job requirements.
9393,jonawh875,Jonathan White,DevOps Engineer,reject,reject,55.45,0.0,4.08,2.45,44.55,10.01,Not Recommended,None,data analysis,This candidate has limited alignment with the current job requirements.
9394,philhe265,Philip Herrera,DevOps Engineer,select,reject,57.6,0.0,5.66,3.4,42.4,10.01,Not Recommended,None,data analysis,This candidate has limited alignment with the current job requirements.
9395,regism698,Reginald Smith,Robotics Engineer,select,reject,59.07,0.0,6.76,4.06,40.93,10.01,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9396,julila772,Julie Landry,AI Researcher,select,reject,60.07,0.0,7.46,4.48,39.93,10.0,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9397,rivash0005,ujjwal reddy,software engineer,reject,reject,59.14,0.0,6.79,4.07,40.86,10.0,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9398,rivash0184,lahar kohli,software engineer,reject,reject,54.95,0.0,3.65,2.19,45.05,10.0,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9399,rivash0711,naksh kumari,data scientist,reject,reject,58.44,0.0,6.24,3.74,41.56,10.0,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9400,saraan549,Sarah Anderson,Digital Marketing Specialist,reject,reject,60.63,0.0,7.88,4.73,39.37,10.0,Not Recommended,None,data science,This candidate has limited alignment with the current job requirements.
9401,charca135,Charles Carney,Cloud Engineer,select,reject,59.49,0.0,7.01,4.21,40.51,10.0,Not Recommended,None,data science,This candidate has limited alignment with the current job requirements.
9402,lauran214,Laurie Anderson,Database Administrator,reject,reject,53.08,0.0,2.24,1.34,46.92,9.99,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9403,rivash0482,manasi gulati,data engineer,select,reject,50.39,0.0,0.27,0.16,49.61,9.99,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9404,rivash0777,hiral seth,data engineer,reject,reject,56.41,0.0,4.72,2.83,43.59,9.99,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9405,rachba707,Rachel Barrett,Data Engineer,select,reject,54.89,0.0,3.6,2.16,45.11,9.99,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9406,keitdo910,Keith Donaldson,Software Engineer,reject,reject,57.45,0.0,5.46,3.28,42.55,9.99,Not Recommended,None,data science,This candidate has limited alignment with the current job requirements.
9407,KotaSai4,Laksha Raghav,Project Manager,reject,reject,62.69,0.0,9.36,5.62,37.31,9.99,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9408,mrs.ju652,Mrs. Julie Kelly,Digital Marketing Specialist,select,reject,52.03,0.0,1.47,0.88,47.97,9.99,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9409,julifl813,Julie Flores,Cloud Architect,select,reject,60.75,0.0,7.94,4.76,39.25,9.99,Not Recommended,None,machine learning,This candidate has limited alignment with the current job requirements.
9410,rivash0628,ichaa bedi,data analyst,reject,reject,55.73,0.0,4.21,2.53,44.27,9.99,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9411,nathca593,Nathan Carey,Cybersecurity Analyst,reject,reject,58.38,0.0,6.16,3.7,41.62,9.99,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9412,patrmi713,Patricia Miranda,UX Designer,reject,reject,53.08,0.0,2.23,1.34,46.92,9.99,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9413,seanfo375,Sean Fowler,DevOps Engineer,select,reject,56.9,0.0,5.08,3.05,43.1,9.99,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9414,philca903,Philip Cannon,QA Engineer,reject,reject,57.75,0.0,5.65,3.39,42.25,9.98,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9415,U_55,Noah,Software Engineer,reject,reject,56.26,0.0,4.55,2.73,43.74,9.98,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9416,KotaSai11,Aanya Desai,Software Developer,reject,reject,52.46,0.0,1.73,1.04,47.54,9.98,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9417,samuha602,Samuel Hammond,QA Engineer,select,reject,58.35,0.0,6.11,3.67,41.65,9.98,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9418,arthwr765,Arthur Wright,Database Administrator,select,reject,53.55,0.0,2.55,1.53,46.45,9.98,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9419,coliha832,Colin Hart,Data Scientist,select,reject,56.65,0.0,4.86,2.92,43.35,9.98,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9420,ryanri924,Ryan Rivers,AI Researcher,reject,reject,57.3,0.0,5.35,3.21,42.7,9.98,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9421,michwi858,Michael Williams,QA Engineer,select,reject,58.66,0.0,6.34,3.8,41.34,9.98,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9422,rivash0509,ehan naidu,software engineer,reject,reject,60.53,0.0,7.73,4.64,39.47,9.98,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9423,rivash0753,yahvi chopra,data engineer,select,reject,52.61,0.0,1.86,1.12,47.39,9.98,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9424,juliga143,Julie Garcia,Game Developer,reject,reject,69.07,0.0,14.04,8.42,30.93,9.98,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9425,jacqhi707,Jacqueline Hill,AI Researcher,reject,reject,58.28,0.0,6.07,3.64,41.72,9.98,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9426,willwi704,William Wilson,QA Engineer,reject,reject,56.14,0.0,4.49,2.69,43.86,9.98,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9427,shanea650,Shannon Eaton,QA Engineer,reject,reject,61.75,0.0,8.58,5.15,38.25,9.97,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9428,sharwa866,Sharon Waters,Data Analyst,select,reject,56.63,0.0,4.8,2.88,43.37,9.97,Not Recommended,None,machine learning,This candidate has limited alignment with the current job requirements.
9429,harima27,Isabella,Data Analyst,reject,reject,52.74,0.0,1.92,1.15,47.26,9.97,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9430,michty256,Michelle Tyler,Content Writer,select,reject,53.42,0.0,2.41,1.45,46.58,9.97,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9431,mattha946,Matthew Hale,AR/VR Developer,reject,reject,57.2,0.0,5.21,3.13,42.8,9.97,Not Recommended,None,data science,This candidate has limited alignment with the current job requirements.
9432,samaja659,Samantha James,Database Administrator,reject,reject,57.6,0.0,5.53,3.32,42.4,9.97,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9433,mrs.he693,Mrs. Heidi Murray,Human Resources Specialist,reject,reject,63.84,0.0,10.14,6.08,36.16,9.97,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9434,joshgr603,Joshua Graham,Content Writer,select,reject,61.37,0.0,8.29,4.97,38.63,9.96,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9435,rivash0946,aanya sahu,data scientist,select,reject,53.37,0.0,2.33,1.4,46.63,9.96,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9436,willnu133,William Nunez,Data Analyst,select,reject,56.75,0.0,4.84,2.9,43.25,9.96,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9437,rivash0860,hyma joshi,data engineer,reject,reject,58.76,0.0,6.33,3.8,41.24,9.96,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9438,richri705,Richard Richardson,Cybersecurity Analyst,reject,reject,57.01,0.0,5.04,3.02,42.99,9.96,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9439,karefr642,Karen Frey,Game Developer,select,reject,78.1,0.0,20.69,12.41,21.9,9.96,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9440,shanmc871,Shane Mckay,E-commerce Specialist,reject,reject,57.73,0.0,5.57,3.34,42.27,9.96,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9441,hanngi793,Hannah Gill DDS,Blockchain Developer,reject,reject,60.07,0.0,7.32,4.39,39.93,9.96,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9442,feliwa453,Felicia Wallace,Business Analyst,reject,reject,57.53,0.0,5.42,3.25,42.47,9.96,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9443,KotaSai82,Tanima Seth,Software Developer,reject,reject,55.4,0.0,3.84,2.3,44.6,9.96,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9444,troybr172,Troy Brown,Human Resources Specialist,reject,reject,52.54,0.0,1.69,1.01,47.46,9.95,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9445,coliri551,Colin Richards,Software Engineer,select,reject,54.19,0.0,2.94,1.76,45.81,9.95,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9446,jennbr312,Jennifer Bradford,Mobile App Developer,reject,reject,52.87,0.0,1.92,1.15,47.13,9.94,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9447,toddlo539,Todd Love,DevOps Engineer,reject,reject,53.11,0.0,2.07,1.24,46.89,9.94,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9448,donape383,Donald Perez,System Administrator,reject,reject,58.2,0.0,5.86,3.52,41.8,9.94,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9449,patttu565,Patty Turner,Cybersecurity Analyst,reject,reject,56.89,0.0,4.88,2.93,43.11,9.94,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9450,bobbne784,Bobby Nelson,Cloud Engineer,reject,reject,52.82,0.0,1.86,1.12,47.18,9.94,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9451,megami909,Megan Miller,Content Writer,select,reject,58.42,0.0,6.02,3.61,41.58,9.94,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9452,julima511,Julian Mata,UX Designer,select,reject,59.85,0.0,7.06,4.24,40.15,9.94,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9453,markwi902,Mark Williams,UI Engineer,select,reject,57.14,0.0,5.08,3.05,42.86,9.94,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9454,jasoco973,Jason Cook,UI Engineer,reject,reject,53.75,0.0,2.57,1.54,46.25,9.94,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9455,rivash0712,kunal soni,data analyst,reject,reject,55.19,0.0,3.64,2.18,44.81,9.94,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9456,jeffhe362,Jeffrey Henry,UI Engineer,select,reject,60.45,0.0,7.47,4.48,39.55,9.93,Not Recommended,None,data analysis,This candidate has limited alignment with the current job requirements.
9457,rivash0597,malay verma,product manager,select,reject,52.39,0.0,1.5,0.9,47.61,9.93,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9458,deboja817,Deborah Jackson,Cloud Engineer,reject,reject,53.49,0.0,2.34,1.4,46.51,9.93,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9459,rivash0214,fanish chawla,data scientist,select,reject,53.42,0.0,2.29,1.37,46.58,9.93,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9460,latana755,Latasha Nash,Cybersecurity Analyst,select,reject,56.0,0.0,4.19,2.51,44.0,9.93,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9461,jeffle592,Jeffery Lee,System Administrator,select,reject,53.12,0.0,2.03,1.22,46.88,9.93,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9462,robewh827,Robert Whitney,Business Analyst,reject,reject,57.61,0.0,5.39,3.23,42.39,9.93,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9463,KotaSai200,Viral Chopra,Project Manager,reject,reject,59.67,0.0,6.89,4.13,40.33,9.92,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9464,rivash0643,vanshika reddy,data scientist,reject,reject,63.2,0.0,9.47,5.68,36.8,9.92,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9465,danima169,Daniel Marquez,Cloud Engineer,reject,reject,58.71,0.0,6.17,3.7,41.29,9.92,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9466,rivash0175,janki bedi,data scientist,select,reject,52.22,0.0,1.35,0.81,47.78,9.92,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9467,joshla271,Joshua Lara,QA Engineer,select,reject,56.43,0.0,4.45,2.67,43.57,9.92,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9468,johnsm287,Johnny Smith,Robotics Engineer,select,reject,60.95,0.0,7.77,4.66,39.05,9.91,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9469,jonasm648,Jonathan Smith,E-commerce Specialist,reject,reject,54.44,0.0,2.96,1.78,45.56,9.91,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9470,donajo390,Donald Johnson,DevOps Engineer,select,reject,59.59,0.0,6.79,4.07,40.41,9.91,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9471,rivash0458,gargi bansal,data engineer,reject,reject,60.88,0.0,7.73,4.64,39.12,9.91,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9472,donnne712,Donna Newton,Business Analyst,select,reject,55.02,0.0,3.39,2.03,44.98,9.91,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9473,michma818,Michelle Martinez,Game Developer,reject,reject,62.47,0.0,8.92,5.35,37.53,9.91,Not Recommended,None,data analysis,This candidate has limited alignment with the current job requirements.
9474,stevcr594,Steven Crosby,Data Scientist,reject,reject,56.88,0.0,4.77,2.86,43.12,9.91,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9475,robeca881,Robert Campos,Business Analyst,reject,reject,53.28,0.0,2.08,1.25,46.72,9.91,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9476,jesswe207,Jessica West,QA Engineer,select,reject,57.71,0.0,5.37,3.22,42.29,9.91,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9477,U_7,Lucas,UI Designer,reject,reject,61.81,0.0,8.38,5.03,38.19,9.9,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9478,rivash0242,niraj iyer,product manager,reject,reject,61.89,0.0,8.43,5.06,38.11,9.9,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9479,michca707,Michael Carter,Cloud Engineer,select,reject,57.03,0.0,4.83,2.9,42.97,9.9,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9480,mr.jo579,Mr. Joel Lewis DDS,Data Scientist,reject,reject,56.12,0.0,4.16,2.5,43.88,9.9,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9481,richth131,Richard Thomas,QA Engineer,reject,reject,57.48,0.0,5.18,3.11,42.52,9.9,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9482,rivash0385,jagrav saxena,data scientist,reject,reject,53.57,0.0,2.26,1.36,46.43,9.9,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9483,rivash0538,chirag yadav,data engineer,select,reject,53.45,0.0,2.2,1.32,46.55,9.9,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9484,marist303,Maria Stuart,Data Analyst,reject,reject,55.99,0.0,4.02,2.41,44.01,9.89,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9485,philsm744,Phillip Smith,Data Analyst,select,reject,54.3,0.0,2.76,1.66,45.7,9.89,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9486,whitwa622,Whitney Ward,Digital Marketing Specialist,reject,reject,64.23,0.0,10.12,6.07,35.77,9.89,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9487,chrith392,Christopher Thomas,Content Writer,select,reject,60.42,0.0,7.3,4.38,39.58,9.89,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9488,rivash0322,wriddhish raghav,ui designer,reject,reject,60.72,0.0,7.52,4.51,39.28,9.89,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9489,rivash0245,tuhin verma,product manager,reject,reject,62.83,0.0,9.1,5.46,37.17,9.89,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9490,chadma636,Chad Martin,Game Developer,select,reject,62.32,0.0,8.72,5.23,37.68,9.89,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9491,kaitsa257,Kaitlyn Sanders,Cloud Engineer,reject,reject,56.49,0.0,4.38,2.63,43.51,9.89,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9492,rivash0056,parinita choudhury,data scientist,reject,reject,59.76,0.0,6.81,4.09,40.24,9.89,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9493,rivash0318,brinda agarwal,data analyst,reject,reject,58.0,0.0,5.46,3.28,42.0,9.88,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9494,crysth123,Crystal Thomas,Game Developer,reject,reject,62.2,0.0,8.6,5.16,37.8,9.88,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9495,johnro559,John Rodgers,Cloud Engineer,select,reject,55.25,0.0,3.44,2.06,44.75,9.88,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9496,amyso453,Amy Soto,Cloud Engineer,reject,reject,53.98,0.0,2.52,1.51,46.02,9.88,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9497,zachmo483,Zachary Morrison,Data Analyst,select,reject,56.62,0.0,4.42,2.65,43.38,9.87,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9498,lisara240,Lisa Ramos,Database Administrator,reject,reject,59.29,0.0,6.4,3.84,40.71,9.87,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9499,sierro244,Sierra Rojas,Robotics Engineer,reject,reject,62.82,0.0,9.01,5.41,37.18,9.87,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9500,KotaSai116,Zev Agarwal,Software Developer,reject,reject,53.34,0.0,1.99,1.19,46.66,9.87,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9501,susahi780,Susan Hickman,Database Administrator,reject,reject,59.46,0.0,6.53,3.92,40.54,9.87,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9502,robecl552,Robert Clayton,Digital Marketing Specialist,reject,reject,59.67,0.0,6.67,4.0,40.33,9.87,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9503,tommfi734,Tommy Fisher,Cybersecurity Analyst,select,reject,57.97,0.0,5.42,3.25,42.03,9.87,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9504,sheiwi979,Sheila Williams,Mobile App Developer,select,reject,54.68,0.0,2.95,1.77,45.32,9.86,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9505,lisaca547,Lisa Campbell,Human Resources Specialist,reject,reject,58.44,0.0,5.71,3.43,41.56,9.86,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9506,britco452,Brittney Cox,Software Engineer,reject,reject,56.13,0.0,4.04,2.42,43.87,9.86,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9507,rivash0659,kairav kaur,data analyst,reject,reject,60.03,0.0,6.89,4.13,39.97,9.85,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9508,robebl736,Robert Blankenship,System Administrator,select,reject,52.99,0.0,1.66,1.0,47.01,9.85,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9509,rivash0888,veda chawla,ui designer,reject,reject,64.79,0.0,10.41,6.25,35.21,9.85,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9510,rivash0060,brij basu,data scientist,select,reject,53.64,0.0,2.13,1.28,46.36,9.85,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9511,dr.as586,Dr. Ashley Callahan,Database Administrator,reject,reject,58.38,0.0,5.66,3.4,41.62,9.85,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9512,cathbe638,Cathy Beck,Data Engineer,select,reject,57.95,0.0,5.32,3.19,42.05,9.85,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9513,dalehe684,Dale Hess,Cybersecurity Analyst,select,reject,53.62,0.0,2.08,1.25,46.38,9.84,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9514,U_61,Lily,Data Engineer,reject,reject,57.81,0.0,5.19,3.11,42.19,9.84,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9515,rivash0691,larisa khandelwal,ui designer,reject,reject,55.02,0.0,3.14,1.88,44.98,9.84,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9516,allewi376,Allen Williams,Data Engineer,select,reject,57.05,0.0,4.63,2.78,42.95,9.84,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9517,patrco396,Patrick Conway,Cloud Engineer,reject,reject,55.59,0.0,3.53,2.12,44.41,9.84,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9518,jeffme899,Jeffrey Mendoza,QA Engineer,reject,reject,55.97,0.0,3.81,2.29,44.03,9.84,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9519,rivash0600,pihu chawla,data analyst,reject,reject,57.17,0.0,4.67,2.8,42.83,9.83,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9520,willri239,William Richardson,Content Writer,select,reject,59.17,0.0,6.16,3.7,40.83,9.83,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9521,nicosp659,Nicole Spencer,Human Resources Specialist,select,reject,53.79,0.0,2.18,1.31,46.21,9.83,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9522,ianbl772,Ian Black,AI Researcher,reject,reject,58.93,0.0,6.0,3.6,41.07,9.83,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9523,bretta765,Brett Taylor,Game Developer,select,reject,65.7,0.0,10.99,6.59,34.3,9.83,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9524,stevjo850,Steven Jordan,Game Developer,select,reject,63.77,0.0,9.57,5.74,36.23,9.83,Not Recommended,None,machine learning,This candidate has limited alignment with the current job requirements.
9525,daviho929,David Holmes,Data Scientist,reject,reject,56.32,0.0,4.01,2.41,43.68,9.82,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9526,rivash0405,lahar kapoor,software engineer,reject,reject,57.44,0.0,4.85,2.91,42.56,9.82,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9527,U_76,Ethan,Product Manager,reject,reject,59.36,0.0,6.26,3.76,40.64,9.82,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9528,ashlwi661,Ashley Wilson,Software Engineer,reject,reject,55.94,0.0,3.71,2.23,44.06,9.82,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
