final_rank,ID,Name,Role,text_similarity_score,skill_match_score,selection_probability,final_match_score,final_recommendation,matched_skills_text,missing_skills_text
8595,michal232,Michael Alvarado,Software Engineer,3.45,0.0,53.13,15.71,Not Recommended,None,None
8596,chrism377,Christopher Smith,Mobile App Developer,2.1,0.0,58.76,15.7,Not Recommended,None,None
8597,carlyo661,Carlos Young,Cloud Engineer,4.87,0.0,47.13,15.7,Not Recommended,None,None
8598,tiffto389,Tiffany Torres,Data Analyst,3.88,0.0,51.28,15.7,Not Recommended,None,machine learning
8599,denica598,Denise Caldwell,DevOps Engineer,5.85,0.0,42.98,15.7,Not Recommended,None,None
8600,daviwi490,David Wilson,Data Engineer,4.46,0.0,48.79,15.69,Not Recommended,None,None
8601,donnda182,Donna Day,E-commerce Specialist,3.93,0.0,51.03,15.69,Not Recommended,None,None
8602,maryoc241,Mary Oconnor,Product Manager,5.14,0.0,45.95,15.69,Not Recommended,None,None
8603,nathca593,Nathan Carey,Cybersecurity Analyst,6.16,0.0,41.62,15.68,Not Recommended,None,None
8604,KotaSai163,Rijul Joshi,Project Manager,6.49,0.0,40.24,15.68,Not Recommended,None,None
8605,jarees972,Jared Escobar,DevOps Engineer,4.44,0.0,48.87,15.68,Not Recommended,None,data analysis
8606,jesstu142,Jesse Tucker,Software Engineer,5.06,0.0,46.23,15.68,Not Recommended,None,None
8607,candso559,Candace Sosa,Data Scientist,3.77,0.0,51.69,15.68,Not Recommended,None,None
8608,tracja960,Traci Jackson,Product Manager,4.81,0.0,47.28,15.68,Not Recommended,None,None
8609,jessha755,Jessica Harris,Software Engineer,4.17,0.0,49.96,15.67,Not Recommended,None,None
8610,kategu339,Katelyn Gutierrez,QA Engineer,4.72,0.0,47.63,15.67,Not Recommended,None,None
8611,terewa529,Teresa Washington,Cloud Engineer,4.24,0.0,49.65,15.67,Not Recommended,None,machine learning
8612,jesskr288,Jessica Krueger,Game Developer,8.27,0.0,32.69,15.67,Not Recommended,None,None
8613,rivash0341,zev singh,data engineer,5.78,0.0,43.16,15.66,Not Recommended,None,None
8614,danipe978,Daniel Peterson,Cloud Engineer,5.2,0.0,45.58,15.66,Not Recommended,None,None
8615,leoncr990,Leonard Cruz,Software Engineer,2.06,0.0,58.79,15.66,Not Recommended,None,None
8616,michga573,Michelle Gaines,QA Engineer,2.96,0.0,55.03,15.66,Not Recommended,None,None
8617,robeki784,Robert Kirk,Full Stack Developer,2.37,0.0,57.51,15.66,Not Recommended,None,None
8618,briale480,Brian Lewis,Data Analyst,6.64,0.0,39.52,15.66,Not Recommended,None,None
8619,michsa128,Michele Sanchez,E-commerce Specialist,4.56,0.0,48.28,15.66,Not Recommended,None,None
8620,rivash0219,manav nair,data analyst,2.85,0.0,55.48,15.66,Not Recommended,None,None
8621,michco311,Michelle Cole,Human Resources Specialist,6.42,0.0,40.42,15.65,Not Recommended,None,None
8622,rivash0790,harini raj,data analyst,4.97,0.0,46.51,15.65,Not Recommended,None,None
8623,jessgo972,Jessica Gould,DevOps Engineer,5.34,0.0,44.97,15.65,Not Recommended,None,None
8624,jenngr358,Jennifer Green,Database Administrator,5.75,0.0,43.22,15.65,Not Recommended,None,None
8625,noahsh856,Noah Shannon,Machine Learning Engineer,2.19,0.0,58.21,15.65,Not Recommended,None,None
8626,samasa182,Samantha Sanchez,Data Architect,5.55,0.0,44.07,15.65,Not Recommended,None,None
8627,meliwi291,Melissa Williams,AI Researcher,2.22,0.0,58.09,15.65,Not Recommended,None,None
8628,chadsh605,Chad Shannon,Data Scientist,4.31,0.0,49.3,15.65,Not Recommended,None,None
8629,shawri568,Shawn Rivera,Game Developer,7.1,0.0,37.51,15.64,Not Recommended,None,data science
8630,rivash0264,nirosha rai,data scientist,6.63,0.0,39.5,15.64,Not Recommended,None,None
8631,codycu738,Cody Curtis,Robotics Engineer,3.3,0.0,53.52,15.64,Not Recommended,None,None
8632,vincwr913,Vincent Wright,Data Scientist,4.76,0.0,47.35,15.64,Not Recommended,None,None
8633,U_165,Emily,UI Designer,8.26,0.0,32.63,15.64,Not Recommended,None,None
8634,rodnso681,Rodney Soto,UI Engineer,3.66,0.0,51.95,15.63,Not Recommended,None,None
8635,samuha602,Samuel Hammond,QA Engineer,6.11,0.0,41.65,15.63,Not Recommended,None,None
8636,harima180,Lucas,Data Engineer,3.96,0.0,50.7,15.63,Not Recommended,None,None
8637,rivash0044,ujjwal das,data engineer,3.89,0.0,50.98,15.63,Not Recommended,None,None
8638,rivash0191,aanya khandelwal,data scientist,5.58,0.0,43.88,15.63,Not Recommended,None,None
8639,ethawa215,Ethan Ward,QA Engineer,5.04,0.0,46.16,15.63,Not Recommended,None,None
8640,michna822,Michelle Navarro DVM,Data Analyst,3.41,0.0,53.03,15.63,Not Recommended,None,None
8641,paulro550,Paul Rodriguez,DevOps Engineer,5.32,0.0,44.98,15.63,Not Recommended,None,None
8642,rivash0555,ritul soni,data scientist,2.76,0.0,55.7,15.62,Not Recommended,None,None
8643,dougma260,Douglas Martinez,Data Engineer,4.07,0.0,50.19,15.62,Not Recommended,None,None
8644,vaneho643,Vanessa Holmes,Digital Marketing Specialist,2.48,0.0,56.89,15.62,Not Recommended,None,None
8645,tonyhe626,Tony Henderson,Cloud Engineer,4.61,0.0,47.92,15.62,Not Recommended,None,data science
8646,rivash0331,upasana kaur,product manager,2.84,0.0,55.39,15.62,Not Recommended,None,None
8647,KotaSai151,Yagna Gupta,Software Developer,5.74,0.0,43.17,15.62,Not Recommended,None,None
8648,robebl470,Robert Black,UI Engineer,4.22,0.0,49.54,15.61,Not Recommended,None,None
8649,chrijo606,Christine Johnson,E-commerce Specialist,3.73,0.0,51.61,15.61,Not Recommended,None,None
8650,jerecl721,Jeremy Clark,QA Engineer,4.9,0.0,46.69,15.61,Not Recommended,None,None
8651,jacqhi707,Jacqueline Hill,AI Researcher,6.07,0.0,41.72,15.6,Not Recommended,None,None
8652,danima169,Daniel Marquez,Cloud Engineer,6.17,0.0,41.29,15.6,Not Recommended,None,None
8653,mattbu266,Matthew Burnett,Data Analyst,4.67,0.0,47.62,15.6,Not Recommended,None,None
8654,danith885,Daniel Thomas,Mobile App Developer,2.85,0.0,55.27,15.6,Not Recommended,None,None
8655,scotco404,Scott Cole,DevOps Engineer,6.65,0.0,39.26,15.6,Not Recommended,None,None
8656,justta199,Justin Taylor,Data Scientist,4.9,0.0,46.65,15.6,Not Recommended,None,None
8657,harima86,Amara,Data Analyst,4.32,0.0,49.08,15.6,Not Recommended,None,None
8658,stepsm758,Stephen Smith,Cloud Engineer,4.11,0.0,49.95,15.6,Not Recommended,None,machine learning
8659,samure760,Samuel Reynolds,Data Scientist,3.77,0.0,51.35,15.59,Not Recommended,None,None
8660,lisahu407,Lisa Hughes,AR/VR Developer,7.58,0.0,35.32,15.59,Not Recommended,None,None
8661,rivash0557,yash sharma,data scientist,0.29,0.0,66.02,15.59,Not Recommended,None,None
8662,rivash0572,charvi kaur,data analyst,2.69,0.0,55.92,15.59,Not Recommended,None,None
8663,U_107,Lucas,Data Scientist,6.41,0.0,40.25,15.59,Not Recommended,None,None
8664,jacoru461,Jacob Ruiz,Software Engineer,4.12,0.0,49.9,15.59,Not Recommended,None,None
8665,stepha956,Stephen Hayes,Cloud Engineer,4.98,0.0,46.28,15.59,Not Recommended,None,None
8666,joseju980,Joseph Juarez,Software Engineer,4.83,0.0,46.91,15.59,Not Recommended,None,None
8667,shelsm908,Shelly Smith,Database Administrator,5.19,0.0,45.36,15.58,Not Recommended,None,None
8668,KotaSai102,Kashvi Verma,Project Manager,5.65,0.0,43.41,15.58,Not Recommended,None,None
8669,tamasa109,Tamara Sanchez,E-commerce Specialist,6.5,0.0,39.82,15.58,Not Recommended,None,None
8670,melibu983,Melissa Butler,Cloud Engineer,4.52,0.0,48.15,15.58,Not Recommended,None,None
8671,tammbl164,Tammy Black,Cybersecurity Analyst,5.15,0.0,45.53,15.58,Not Recommended,None,None
8672,renewo476,Renee Woods,Software Engineer,4.16,0.0,49.68,15.58,Not Recommended,None,None
8673,U_73,Ella,Data Engineer,4.7,0.0,47.4,15.58,Not Recommended,None,None
8674,rivash0377,praneel chawla,software engineer,3.03,0.0,54.45,15.58,Not Recommended,None,None
8675,laursm467,Laura Smith,Data Scientist,5.01,0.0,46.09,15.58,Not Recommended,None,None
8676,KotaSai167,Malay Chawla,Software Developer,5.78,0.0,42.88,15.58,Not Recommended,None,None
8677,debona137,Deborah Nash,Data Analyst,4.19,0.0,49.57,15.58,Not Recommended,None,None
8678,rivash0889,wriddhish kohli,data analyst,5.67,0.0,43.31,15.58,Not Recommended,None,None
8679,corema848,Corey Malone,Business Analyst,1.8,0.0,59.59,15.57,Not Recommended,None,None
8680,laurgi817,Lauren Gilmore,Data Engineer,4.83,0.0,46.81,15.57,Not Recommended,None,None
8681,franst673,Francisco Stone,IT Support Specialist,5.6,0.0,43.6,15.57,Not Recommended,None,None
8682,joanca463,Joanne Cardenas,Human Resources Specialist,5.49,0.0,44.02,15.56,Not Recommended,None,None
8683,U_150,Noah,Product Manager,5.16,0.0,45.42,15.56,Not Recommended,None,None
8684,jodiev233,Jodi Evans,Cloud Engineer,4.67,0.0,47.47,15.56,Not Recommended,None,None
8685,rivash0737,mythily ghosh,software engineer,0.96,0.0,63.07,15.56,Not Recommended,None,None
8686,ryango331,Ryan Gonzalez,DevOps Engineer,5.36,0.0,44.51,15.55,Not Recommended,None,None
8687,anthma493,Anthony Martin,AI Researcher,5.01,0.0,46.01,15.55,Not Recommended,None,None
8688,patrka246,Patrick Kane,UI Engineer,4.46,0.0,48.3,15.55,Not Recommended,None,data science
8689,jacobo642,Jacob Booth,System Administrator,5.82,0.0,42.59,15.55,Not Recommended,None,data science
8690,rodnyu525,Rodney Yu,Cloud Architect,2.31,0.0,57.37,15.55,Not Recommended,None,None
8691,mrs.me342,Mrs. Melanie Ballard,Robotics Engineer,2.68,0.0,55.82,15.55,Not Recommended,None,None
8692,rivash0370,gargi naidu,data scientist,5.42,0.0,44.23,15.54,Not Recommended,None,None
8693,stepja693,Stephanie Jackson,Data Analyst,2.08,0.0,58.3,15.54,Not Recommended,None,None
8694,allimc536,Allison Mckay,UI Engineer,4.72,0.0,47.17,15.54,Not Recommended,None,None
8695,dillda737,Dillon Daniels,IT Support Specialist,2.32,0.0,57.3,15.54,Not Recommended,None,None
8696,rivash0091,manav joshi,software engineer,1.49,0.0,60.77,15.54,Not Recommended,None,None
8697,shanha352,Shannon Hamilton,Business Analyst,5.65,0.0,43.28,15.54,Not Recommended,None,None
8698,kaitcu234,Kaitlin Cummings,AI Researcher,2.89,0.0,54.88,15.54,Not Recommended,None,None
8699,stepga789,Stephen Garcia,Software Engineer,4.77,0.0,46.96,15.54,Not Recommended,None,data science
8700,rivash0336,trisha singh,data engineer,4.76,0.0,47.03,15.54,Not Recommended,None,None
8701,johncr450,John Crawford,E-commerce Specialist,5.57,0.0,43.56,15.53,Not Recommended,None,None
8702,stepch621,Stephanie Chavez,Data Scientist,3.86,0.0,50.77,15.53,Not Recommended,None,None
8703,shanle130,Shannon Levy,Machine Learning Engineer,2.05,0.0,58.4,15.53,Not Recommended,None,None
8704,anthpa107,Anthony Padilla,Data Architect,5.89,0.0,42.23,15.53,Not Recommended,None,None
8705,allino346,Allison Norris,Cloud Architect,5.04,0.0,45.81,15.53,Not Recommended,None,None
8706,U_76,Ethan,Product Manager,6.26,0.0,40.64,15.52,Not Recommended,None,None
8707,rivash0149,ritul agarwal,data engineer,2.86,0.0,54.95,15.52,Not Recommended,None,None
8708,denica530,Denise Carpenter,Data Engineer,4.45,0.0,48.25,15.52,Not Recommended,None,None
8709,alexpo201,Alex Poole,Software Engineer,4.86,0.0,46.48,15.51,Not Recommended,None,None
8710,rivash0403,jagrav shukla,software engineer,7.27,0.0,36.34,15.51,Not Recommended,None,None
8711,robibe337,Robin Bean,Software Engineer,4.44,0.0,48.26,15.51,Not Recommended,None,None
8712,scotll625,Scott Lloyd,Data Analyst,4.88,0.0,46.4,15.51,Not Recommended,None,None
8713,gregha820,Gregory Hanson,Data Engineer,4.22,0.0,49.2,15.51,Not Recommended,None,None
8714,rivash0272,gargi seth,software engineer,7.12,0.0,36.98,15.51,Not Recommended,None,None
8715,jasooc823,Jason Oconnell,Data Scientist,4.46,0.0,48.19,15.51,Not Recommended,None,None
8716,johnpe207,John Peterson,UI Engineer,3.16,0.0,53.66,15.51,Not Recommended,None,None
8717,paulwe821,Paul Welch,Cloud Engineer,4.72,0.0,47.09,15.51,Not Recommended,None,None
8718,U_132,James,Software Engineer,6.29,0.0,40.43,15.5,Not Recommended,None,None
8719,kristh157,Kristy Thornton,Game Developer,7.8,0.0,34.08,15.5,Not Recommended,None,None
8720,natast518,Natalie Stevenson MD,UI Engineer,2.44,0.0,56.63,15.5,Not Recommended,None,None
8721,vanesc108,Vanessa Schmidt,DevOps Engineer,4.21,0.0,49.2,15.5,Not Recommended,None,machine learning
8722,laurki156,Laura King,Software Engineer,4.2,0.0,49.25,15.5,Not Recommended,None,None
8723,megami909,Megan Miller,Content Writer,6.02,0.0,41.58,15.5,Not Recommended,None,None
8724,sarapo304,Sarah Powell,Data Scientist,4.17,0.0,49.32,15.49,Not Recommended,None,None
8725,richwi586,Richard Williams,Data Scientist,4.19,0.0,49.24,15.49,Not Recommended,None,None
8726,randba227,Randall Bailey,Product Manager,4.17,0.0,49.31,15.49,Not Recommended,None,None
8727,laurpa224,Laurie Patterson,Software Engineer,4.57,0.0,47.64,15.49,Not Recommended,None,data science
8728,harima103,Sonia,Data Analyst,4.67,0.0,47.19,15.48,Not Recommended,None,None
8729,danifl637,Daniel Floyd,Database Administrator,5.57,0.0,43.38,15.48,Not Recommended,None,None
8730,rivash0363,sweta pandey,ui designer,4.15,0.0,49.39,15.48,Not Recommended,None,None
8731,timolo234,Timothy Long,Cybersecurity Analyst,5.05,0.0,45.59,15.48,Not Recommended,None,None
8732,rivash0500,saanvi patel,data analyst,5.36,0.0,44.27,15.48,Not Recommended,None,None
8733,cathmo721,Catherine Morales,DevOps Engineer,5.12,0.0,45.26,15.47,Not Recommended,None,None
8734,andrro191,Andrew Rodriguez,E-commerce Specialist,4.99,0.0,45.79,15.47,Not Recommended,None,machine learning
8735,jereho523,Jeremiah Howard,E-commerce Specialist,4.4,0.0,48.26,15.46,Not Recommended,None,None
8736,rivash0674,wriddhish chawla,data scientist,5.09,0.0,45.35,15.46,Not Recommended,None,None
8737,danido972,Danielle Dougherty,Cloud Engineer,3.57,0.0,51.76,15.46,Not Recommended,None,None
8738,jaresm371,Jared Smith,Data Analyst,4.71,0.0,46.96,15.46,Not Recommended,None,None
8739,willri239,William Richardson,Content Writer,6.16,0.0,40.83,15.46,Not Recommended,None,None
8740,meliro537,Melinda Rojas,Cloud Engineer,5.1,0.0,45.29,15.46,Not Recommended,None,None
8741,bryata781,Bryan Taylor,Data Architect,5.67,0.0,42.89,15.46,Not Recommended,None,None
8742,billth115,Billy Thomas,Human Resources Specialist,1.88,0.0,58.85,15.46,Not Recommended,None,None
8743,markph915,Mark Phillips,Product Manager,5.58,0.0,43.28,15.46,Not Recommended,None,None
8744,sethsn919,Seth Snyder,Data Analyst,4.94,0.0,45.97,15.46,Not Recommended,None,None
8745,michmo130,Michael Moore,Data Engineer,4.0,0.0,49.94,15.46,Not Recommended,None,None
8746,rivash0209,amisha pandey,data scientist,7.54,0.0,34.99,15.45,Not Recommended,None,None
8747,anthma350,Anthony Martin,E-commerce Specialist,4.23,0.0,48.92,15.45,Not Recommended,None,None
8748,harima111,Arjun,Data Scientist,3.03,0.0,53.98,15.45,Not Recommended,None,None
8749,rivash0637,mahin soni,data analyst,3.09,0.0,53.74,15.45,Not Recommended,None,None
8750,johnsm976,John Smith,QA Engineer,4.55,0.0,47.59,15.45,Not Recommended,None,None
8751,sharwu130,Sharon Wu,Data Engineer,3.52,0.0,51.92,15.45,Not Recommended,None,None
8752,rivash0951,kripal tiwari,product manager,7.13,0.0,36.68,15.44,Not Recommended,None,None
8753,marisi870,Mariah Singh,DevOps Engineer,5.68,0.0,42.78,15.44,Not Recommended,None,None
8754,rivash0851,nirosha bansal,product manager,7.36,0.0,35.73,15.44,Not Recommended,None,None
8755,shawpe354,Shawn Pena,Game Developer,7.71,0.0,34.26,15.44,Not Recommended,None,None
8756,edwame313,Edward Melendez,Blockchain Developer,2.01,0.0,58.24,15.44,Not Recommended,None,None
8757,rivash0690,charvi tiwari,data analyst,8.23,0.0,32.06,15.44,Not Recommended,None,None
8758,stepco407,Stephanie Cohen,Data Analyst,3.57,0.0,51.67,15.44,Not Recommended,None,None
8759,robeco966,Robert Cole,Robotics Engineer,2.65,0.0,55.55,15.44,Not Recommended,None,None
8760,rivash0087,rijul singh,ui designer,3.47,0.0,52.09,15.44,Not Recommended,None,None
8761,alysho326,Alyssa Holt,Data Scientist,4.92,0.0,46.0,15.44,Not Recommended,None,None
8762,amyha557,Amy Hall,Software Engineer,4.18,0.0,49.12,15.44,Not Recommended,None,None
8763,rivash0307,jivin patel,product manager,5.79,0.0,42.32,15.44,Not Recommended,None,None
8764,jenntr813,Jenna Tran,Data Scientist,4.47,0.0,47.85,15.43,Not Recommended,None,None
8765,mckelo393,Mckenzie Love,Digital Marketing Specialist,2.59,0.0,55.78,15.43,Not Recommended,None,None
8766,rivash0440,larisa desai,data analyst,7.33,0.0,35.79,15.42,Not Recommended,None,None
8767,josela840,Jose Lawrence,Data Analyst,4.0,0.0,49.8,15.42,Not Recommended,None,None
8768,rivash0618,watika mittal,data engineer,1.46,0.0,60.49,15.42,Not Recommended,None,None
8769,cheydo664,Cheyenne Douglas,E-commerce Specialist,5.67,0.0,42.78,15.42,Not Recommended,None,None
8770,andrmo427,Andrew Moore,AI Researcher,5.67,0.0,42.75,15.42,Not Recommended,None,None
8771,sheejo978,Sheena Johnson,Software Engineer,4.11,0.0,49.33,15.42,Not Recommended,None,None
8772,jillwh930,Jill White MD,Data Engineer,4.23,0.0,48.82,15.42,Not Recommended,None,None
8773,rivash0728,snehal basu,data engineer,2.39,0.0,56.52,15.41,Not Recommended,None,None
8774,debbjo297,Debbie Johnson,E-commerce Specialist,4.78,0.0,46.47,15.41,Not Recommended,None,data science
8775,benjow834,Benjamin Owens,AI Researcher,2.08,0.0,57.85,15.41,Not Recommended,None,None
8776,michgr568,Michael Green,Robotics Engineer,5.62,0.0,42.9,15.4,Not Recommended,None,None
8777,amanpo781,Amanda Powell,UI Engineer,2.26,0.0,57.06,15.4,Not Recommended,None,None
8778,rivash0578,harshini singh,data analyst,3.87,0.0,50.27,15.4,Not Recommended,None,None
8779,rivash0230,mythily chowdhury,data engineer,2.89,0.0,54.4,15.4,Not Recommended,None,None
8780,rivash0498,tuhin basu,software engineer,7.16,0.0,36.42,15.4,Not Recommended,None,None
8781,stevme116,Steven Medina,Digital Marketing Specialist,2.07,0.0,57.84,15.4,Not Recommended,None,None
8782,kendor557,Kendra Orr,Robotics Engineer,2.14,0.0,57.52,15.39,Not Recommended,None,None
8783,philph515,Phillip Phillips,Data Scientist,4.23,0.0,48.71,15.39,Not Recommended,None,None
8784,chersc409,Cheryl Scott,DevOps Engineer,2.09,0.0,57.74,15.39,Not Recommended,None,None
8785,edwari865,Edward Rivas,System Administrator,5.73,0.0,42.41,15.39,Not Recommended,None,None
8786,jeroke804,Jerome Kennedy,Cybersecurity Analyst,6.35,0.0,39.81,15.39,Not Recommended,None,None
8787,rivash0736,namrata rai,data engineer,3.98,0.0,49.76,15.39,Not Recommended,None,None
8788,rivash0030,yashika singh,ui designer,2.23,0.0,57.13,15.39,Not Recommended,None,None
8789,rivash0972,chaaya bansal,data scientist,3.42,0.0,52.11,15.38,Not Recommended,None,None
8790,rivash0541,hiral yadav,data engineer,5.38,0.0,43.85,15.38,Not Recommended,None,None
8791,rivash0135,kanha rai,data engineer,6.17,0.0,40.52,15.38,Not Recommended,None,None
8792,rivash0418,ojas soni,software engineer,0.66,0.0,63.68,15.37,Not Recommended,None,None
8793,michta650,Michael Taylor,Database Administrator,5.2,0.0,44.57,15.37,Not Recommended,None,None
8794,robean318,Robert Anderson,Data Scientist,4.47,0.0,47.63,15.37,Not Recommended,None,None
8795,marimi515,Maria Miller,Data Analyst,4.74,0.0,46.49,15.37,Not Recommended,None,None
8796,donape383,Donald Perez,System Administrator,5.86,0.0,41.8,15.37,Not Recommended,None,None
8797,jasofo649,Jason Foster,AI Researcher,5.63,0.0,42.75,15.37,Not Recommended,None,None
8798,kellbo870,Kelly Bowman,Data Engineer,4.82,0.0,46.17,15.37,Not Recommended,None,None
8799,paulca259,Paula Castaneda,Cybersecurity Analyst,3.68,0.0,50.96,15.37,Not Recommended,None,None
8800,rivash0640,snehal kaur,data engineer,1.14,0.0,61.67,15.37,Not Recommended,None,None
8801,U_91,Aiden,Software Engineer,6.29,0.0,39.96,15.36,Not Recommended,None,None
8802,mr.ja818,Mr. James Estrada,Robotics Engineer,6.42,0.0,39.39,15.36,Not Recommended,None,None
8803,elizbu888,Elizabeth Bush,Full Stack Developer,2.96,0.0,53.97,15.36,Not Recommended,None,None
8804,lukejo626,Luke Joyce,Data Analyst,4.55,0.0,47.28,15.36,Not Recommended,None,None
8805,jamita690,Jamie Taylor,DevOps Engineer,4.46,0.0,47.65,15.36,Not Recommended,None,None
8806,jackco722,Jackie Coffey,Data Engineer,4.12,0.0,49.03,15.35,Not Recommended,None,None
8807,kellvi297,Kelly Villa,Software Engineer,4.62,0.0,46.95,15.35,Not Recommended,None,None
8808,kaitra692,Kaitlin Ramirez,Cloud Engineer,2.06,0.0,57.7,15.35,Not Recommended,None,None
8809,michma672,Michael Macias,Digital Marketing Specialist,1.73,0.0,59.12,15.35,Not Recommended,None,None
8810,danism212,Daniel Smith,E-commerce Specialist,3.94,0.0,49.78,15.34,Not Recommended,None,machine learning
8811,rivash0646,kairav chopra,product manager,5.44,0.0,43.44,15.34,Not Recommended,None,None
8812,stepne173,Stephanie Nelson,AI Researcher,4.94,0.0,45.54,15.34,Not Recommended,None,data science
8813,rivash0483,yashika gupta,product manager,6.11,0.0,40.62,15.34,Not Recommended,None,None
8814,rivash0420,zev singh,ui designer,7.59,0.0,34.36,15.33,Not Recommended,None,None
8815,anthba371,Anthony Barton,Business Analyst,5.26,0.0,44.18,15.33,Not Recommended,None,None
8816,rivash0586,chirag soni,data analyst,0.28,0.0,65.14,15.33,Not Recommended,None,None
8817,ianbl772,Ian Black,AI Researcher,6.0,0.0,41.07,15.33,Not Recommended,None,None
8818,rivash0268,yash bansal,ui designer,4.59,0.0,47.0,15.33,Not Recommended,None,None
8819,geraal384,Gerald Allen,Business Analyst,4.69,0.0,46.57,15.33,Not Recommended,None,None
8820,kelshu144,Kelsey Hutchinson,AR/VR Developer,7.15,0.0,36.22,15.33,Not Recommended,None,None
8821,amyha321,Amy Harris,Human Resources Specialist,7.36,0.0,35.32,15.33,Not Recommended,None,None
8822,rivash0163,grishm patel,data engineer,1.3,0.0,60.85,15.33,Not Recommended,None,None
8823,johnro489,John Rollins,Software Engineer,4.79,0.0,46.14,15.33,Not Recommended,None,None
8824,KotaSai10,Kairav Basu,Project Manager,6.27,0.0,39.88,15.32,Not Recommended,None,None
8825,jerewe927,Jeremy Weber,Data Analyst,3.88,0.0,49.96,15.32,Not Recommended,None,None
8826,jamimc680,Jamie Mckenzie,Data Engineer,4.85,0.0,45.87,15.32,Not Recommended,None,None
8827,robene114,Robert Nelson,AI Researcher,3.47,0.0,51.69,15.32,Not Recommended,None,None
8828,rivash0944,dipal mishra,data scientist,0.27,0.0,65.11,15.31,Not Recommended,None,None
8829,patrco518,Patrick Collins,Game Developer,7.99,0.0,32.6,15.31,Not Recommended,None,None
8830,rivash0928,manasi verma,data scientist,7.12,0.0,36.27,15.31,Not Recommended,None,None
8831,heatho142,Heather Hogan,Data Analyst,4.26,0.0,48.3,15.31,Not Recommended,None,None
8832,jereke788,Jeremy Kennedy,Digital Marketing Specialist,1.95,0.0,58.03,15.31,Not Recommended,None,None
8833,philhe265,Philip Herrera,DevOps Engineer,5.66,0.0,42.4,15.3,Not Recommended,None,data analysis
8834,ericch401,Eric Chen,AI Researcher,4.53,0.0,47.14,15.3,Not Recommended,None,None
8835,rivash0599,fanish mehta,product manager,7.05,0.0,36.5,15.29,Not Recommended,None,None
8836,deboch838,Deborah Chapman,Data Analyst,3.9,0.0,49.75,15.29,Not Recommended,None,machine learning
8837,desism702,Desiree Smith,Data Analyst,5.18,0.0,44.38,15.29,Not Recommended,None,None
8838,rivash0841,parinita shukla,data analyst,1.24,0.0,60.95,15.29,Not Recommended,None,None
8839,bradby495,Brad Byrd,Product Manager,3.54,0.0,51.26,15.29,Not Recommended,None,None
8840,lawrva582,Lawrence Vargas,Business Analyst,6.47,0.0,38.94,15.29,Not Recommended,None,None
8841,deanra503,Deanna Ramirez,Cloud Engineer,2.27,0.0,56.58,15.28,Not Recommended,None,None
8842,jesuwo655,Jesus Woods,Data Engineer,3.2,0.0,52.68,15.28,Not Recommended,None,None
8843,nancsh181,Nancy Shields,System Administrator,5.48,0.0,43.09,15.28,Not Recommended,None,None
8844,harima94,Isabella,Data Engineer,2.94,0.0,53.72,15.27,Not Recommended,None,None
8845,joshbr250,Joshua Brady,Data Analyst,4.97,0.0,45.2,15.27,Not Recommended,None,None
8846,daniga741,Daniel Galloway,Robotics Engineer,2.87,0.0,54.02,15.27,Not Recommended,None,None
8847,britwa944,Brittany Wagner,Cloud Engineer,4.34,0.0,47.84,15.27,Not Recommended,None,None
8848,britca444,Brittany Camacho,DevOps Engineer,2.48,0.0,55.68,15.27,Not Recommended,None,None
8849,rivash0880,ojas kumari,software engineer,0.57,0.0,63.72,15.27,Not Recommended,None,None
8850,abigth506,Abigail Thompson,E-commerce Specialist,3.04,0.0,53.32,15.27,Not Recommended,None,None
8851,briaja990,Brian Jackson,Data Scientist,4.03,0.0,49.12,15.26,Not Recommended,None,None
8852,michhe417,Michael Hernandez,Database Administrator,1.98,0.0,57.73,15.26,Not Recommended,None,None
8853,U_94,Lily,Data Analyst,5.98,0.0,40.86,15.25,Not Recommended,None,None
8854,rivash0111,yash singh,data engineer,2.67,0.0,54.8,15.25,Not Recommended,None,None
8855,nathri560,Nathan Riley,Blockchain Developer,3.77,0.0,50.16,15.25,Not Recommended,None,None
8856,philca903,Philip Cannon,QA Engineer,5.65,0.0,42.25,15.25,Not Recommended,None,None
8857,rivash0727,gyan garg,ui designer,3.06,0.0,53.17,15.25,Not Recommended,None,None
8858,deniel658,Denise Ellis,Product Manager,4.59,0.0,46.72,15.25,Not Recommended,None,data science
8859,rachpo375,Rachel Potts,AR/VR Developer,10.42,0.0,22.16,15.25,Not Recommended,None,None
8860,alexbr839,Alex Bradford,Data Scientist,4.82,0.0,45.72,15.24,Not Recommended,None,None
8861,victmi575,Victor Mitchell,Data Engineer,4.47,0.0,47.2,15.24,Not Recommended,None,None
8862,timoro366,Timothy Robinson,Cloud Engineer,4.81,0.0,45.75,15.24,Not Recommended,None,data analysis
8863,U_19,Sophia,UI Designer,8.48,0.0,30.31,15.24,Not Recommended,None,None
8864,harima97,Ethan,Data Engineer,2.12,0.0,57.04,15.23,Not Recommended,None,None
8865,KotaSai105,Taksha Mittal,Software Developer,1.72,0.0,58.74,15.23,Not Recommended,None,None
8866,mrs.sa667,Mrs. Samantha Griffith,Mobile App Developer,2.3,0.0,56.29,15.23,Not Recommended,None,None
8867,albeja832,Albert Jackson,E-commerce Specialist,5.4,0.0,43.22,15.23,Not Recommended,None,data science
8868,jeffsc867,Jeffrey Scott,Machine Learning Engineer,3.07,0.0,53.04,15.23,Not Recommended,None,None
