candidate_rank,ID,Name,Role,skill_match_score,text_similarity_score,overall_match_score,selection_probability,candidate_score,recommendation,matched_skills,missing_skills
9498,tommfi734,Tommy Fisher,Cybersecurity Analyst,0.0,5.42,3.25,42.03,9.87,Not Recommended,[],[]
9499,susahi780,Susan Hickman,Database Administrator,0.0,6.53,3.92,40.54,9.87,Not Recommended,[],[]
9500,KotaSai116,Zev Agarwal,Software Developer,0.0,1.99,1.19,46.66,9.87,Not Recommended,[],[]
9501,sierro244,Sierra Rojas,Robotics Engineer,0.0,9.01,5.41,37.18,9.87,Not Recommended,[],[]
9502,lisara240,Lisa Ramos,Database Administrator,0.0,6.4,3.84,40.71,9.87,Not Recommended,[],[]
9503,zachmo483,Zachary Morrison,Data Analyst,0.0,4.42,2.65,43.38,9.87,Not Recommended,[],[]
9504,sheiwi979,Sheila Williams,Mobile App Developer,0.0,2.95,1.77,45.32,9.86,Not Recommended,[],[]
9505,britco452,Brittney Cox,Software Engineer,0.0,4.04,2.42,43.87,9.86,Not Recommended,[],[]
9506,lisaca547,Lisa Campbell,Human Resources Specialist,0.0,5.71,3.43,41.56,9.86,Not Recommended,[],[]
9507,cathbe638,Cathy Beck,Data Engineer,0.0,5.32,3.19,42.05,9.85,Not Recommended,[],[]
9508,dr.as586,Dr. Ashley Callahan,Database Administrator,0.0,5.66,3.4,41.62,9.85,Not Recommended,[],[]
9509,rivash0060,brij basu,data scientist,0.0,2.13,1.28,46.36,9.85,Not Recommended,[],[]
9510,rivash0659,kairav kaur,data analyst,0.0,6.89,4.13,39.97,9.85,Not Recommended,[],[]
9511,rivash0888,veda chawla,ui designer,0.0,10.41,6.25,35.21,9.85,Not Recommended,[],[]
9512,robebl736,Robert Blankenship,System Administrator,0.0,1.66,1.0,47.01,9.85,Not Recommended,[],[]
9513,jeffme899,Jeffrey Mendoza,QA Engineer,0.0,3.81,2.29,44.03,9.84,Not Recommended,[],[]
9514,dalehe684,Dale Hess,Cybersecurity Analyst,0.0,2.08,1.25,46.38,9.84,Not Recommended,[],[]
9515,U_61,Lily,Data Engineer,0.0,5.19,3.11,42.19,9.84,Not Recommended,[],[]
9516,rivash0691,larisa khandelwal,ui designer,0.0,3.14,1.88,44.98,9.84,Not Recommended,[],[]
9517,allewi376,Allen Williams,Data Engineer,0.0,4.63,2.78,42.95,9.84,Not Recommended,[],[]
9518,patrco396,Patrick Conway,Cloud Engineer,0.0,3.53,2.12,44.41,9.84,Not Recommended,[],[]
9519,stevjo850,Steven Jordan,Game Developer,0.0,9.57,5.74,36.23,9.83,Not Recommended,[],['machine learning']
9520,bretta765,Brett Taylor,Game Developer,0.0,10.99,6.59,34.3,9.83,Not Recommended,[],[]
9521,ianbl772,Ian Black,AI Researcher,0.0,6.0,3.6,41.07,9.83,Not Recommended,[],[]
9522,rivash0600,pihu chawla,data analyst,0.0,4.67,2.8,42.83,9.83,Not Recommended,[],[]
9523,nicosp659,Nicole Spencer,Human Resources Specialist,0.0,2.18,1.31,46.21,9.83,Not Recommended,[],[]
9524,willri239,William Richardson,Content Writer,0.0,6.16,3.7,40.83,9.83,Not Recommended,[],[]
9525,mr.br925,Mr. Bryan Henson,Cybersecurity Analyst,0.0,6.74,4.04,39.99,9.82,Not Recommended,[],[]
9526,scotkr979,Scott Krause,Data Engineer,0.0,3.95,2.37,43.75,9.82,Not Recommended,[],[]
9527,rivash0369,harshini gupta,data scientist,0.0,3.56,2.14,44.27,9.82,Not Recommended,[],[]
9528,crysmo898,Crystal Monroe,E-commerce Specialist,0.0,6.7,4.02,40.08,9.82,Not Recommended,[],[]
9529,ambesh321,Amber Shaw,Human Resources Specialist,0.0,1.69,1.01,46.85,9.82,Not Recommended,[],[]
9530,daviho929,David Holmes,Data Scientist,0.0,4.01,2.41,43.68,9.82,Not Recommended,[],[]
9531,ashlwi661,Ashley Wilson,Software Engineer,0.0,3.71,2.23,44.06,9.82,Not Recommended,[],[]
9532,michco311,Michelle Cole,Human Resources Specialist,0.0,6.42,3.85,40.42,9.82,Not Recommended,[],[]
9533,U_76,Ethan,Product Manager,0.0,6.26,3.76,40.64,9.82,Not Recommended,[],[]
9534,rivash0405,lahar kapoor,software engineer,0.0,4.85,2.91,42.56,9.82,Not Recommended,[],[]
9535,dougmo911,Douglas Moore,Data Scientist,0.0,4.02,2.41,43.63,9.81,Not Recommended,[],[]
9536,ericda192,Eric Daniels,Machine Learning Engineer,0.0,2.57,1.54,45.58,9.81,Not Recommended,[],[]
9537,jasole682,Jason Lee,Data Analyst,0.0,4.22,2.53,43.36,9.81,Not Recommended,[],[]
9538,rivash0497,raahi pandey,ui designer,0.0,1.97,1.18,46.39,9.81,Not Recommended,[],[]
9539,jacogi170,Jacob Gibbs,Data Engineer,0.0,3.75,2.25,43.97,9.81,Not Recommended,[],[]
9540,victro536,Victoria Rowland,Data Architect,0.0,2.46,1.48,45.71,9.81,Not Recommended,[],[]
9541,michwe785,Michelle Weaver,Software Engineer,0.0,3.94,2.36,43.72,9.81,Not Recommended,[],[]
9542,rivash0539,veda bhat,data analyst,0.0,5.91,3.55,41.05,9.81,Not Recommended,[],[]
9543,U_166,Priya,Data Scientist,0.0,6.49,3.89,40.32,9.81,Not Recommended,[],[]
9544,rivash0684,kripal ruparel,data analyst,0.0,7.29,4.37,39.24,9.81,Not Recommended,[],[]
9545,rivash0260,oni dixit,data scientist,0.0,9.93,5.96,35.62,9.81,Not Recommended,[],[]
9546,KotaSai176,Iksha Joshi,Software Developer,0.0,3.37,2.02,44.52,9.81,Not Recommended,[],[]
9547,KotaSai163,Rijul Joshi,Project Manager,0.0,6.49,3.89,40.24,9.8,Not Recommended,[],[]
9548,monila295,Monica Lawson,UI Engineer,0.0,2.42,1.45,45.73,9.8,Not Recommended,[],[]
9549,rivash0730,parinita shah,ui designer,0.0,3.46,2.08,44.32,9.8,Not Recommended,[],[]
9550,rivash0406,larisa rathore,software engineer,0.0,5.84,3.5,41.12,9.8,Not Recommended,[],[]
9551,rivash0514,zoya jain,data analyst,0.0,2.99,1.79,44.99,9.8,Not Recommended,[],[]
9552,rivash0886,yagna chawla,data scientist,0.0,3.95,2.37,43.68,9.8,Not Recommended,[],[]
9553,jennjo694,Jennifer Johnson,DevOps Engineer,0.0,5.69,3.41,41.32,9.8,Not Recommended,[],['data analysis']
9554,cyntto637,Cynthia Torres,Data Scientist,0.0,2.83,1.7,45.11,9.79,Not Recommended,[],[]
9555,lisari668,Lisa Rice,Data Scientist,0.0,2.22,1.33,45.94,9.79,Not Recommended,[],[]
9556,dr.gr515,Dr. Gregory House,Data Analyst,0.0,5.71,3.43,41.22,9.79,Not Recommended,[],[]
9557,scotgi558,Scott Gibbs,QA Engineer,0.0,5.35,3.21,41.75,9.79,Not Recommended,[],[]
9558,U_94,Lily,Data Analyst,0.0,5.98,3.59,40.86,9.79,Not Recommended,[],[]
9559,jeresh365,Jeremiah Shannon,Software Engineer,0.0,4.2,2.52,43.23,9.78,Not Recommended,[],[]
9560,U_107,Lucas,Data Scientist,0.0,6.41,3.85,40.25,9.78,Not Recommended,[],[]
9561,rivash0483,yashika gupta,product manager,0.0,6.11,3.67,40.62,9.78,Not Recommended,[],[]
9562,warrro988,Warren Rodriguez,QA Engineer,0.0,4.74,2.84,42.49,9.78,Not Recommended,[],[]
9563,ericbo913,Eric Bowman,Human Resources Specialist,0.0,2.33,1.4,45.77,9.78,Not Recommended,[],[]
9564,U_132,James,Software Engineer,0.0,6.29,3.77,40.43,9.78,Not Recommended,[],[]
9565,amanbe290,Amanda Berry,IT Support Specialist,0.0,7.56,4.54,38.69,9.78,Not Recommended,[],['data science']
9566,melibo660,Melissa Bowers,Cybersecurity Analyst,0.0,9.15,5.49,36.49,9.77,Not Recommended,[],[]
9567,rivash0135,kanha rai,data engineer,0.0,6.17,3.7,40.52,9.77,Not Recommended,[],[]
9568,rivash0808,jagrav mittal,data analyst,0.0,2.89,1.73,44.94,9.77,Not Recommended,[],[]
9569,rivash0814,roopali bedi,data analyst,0.0,2.09,1.25,46.05,9.77,Not Recommended,[],[]
9570,chrica360,Christopher Caldwell,AR/VR Developer,0.0,8.82,5.29,36.93,9.77,Not Recommended,[],[]
9571,rivash0179,chahal kapoor,data engineer,0.0,2.73,1.64,45.16,9.77,Not Recommended,[],[]
9572,lynngr856,Lynn Greer,Software Engineer,0.0,5.42,3.25,41.54,9.77,Not Recommended,[],[]
9573,keviwh246,Kevin White,Data Analyst,0.0,5.29,3.17,41.66,9.76,Not Recommended,[],[]
9574,chriga240,Christopher Garcia,Machine Learning Engineer,0.0,2.07,1.24,46.02,9.76,Not Recommended,[],[]
9575,rivash0226,snehal bedi,product manager,0.0,4.82,2.89,42.29,9.76,Not Recommended,[],[]
9576,rivash0788,ishani choudhury,data analyst,0.0,0.29,0.17,48.42,9.76,Not Recommended,[],[]
9577,KotaSai27,Niraj Mittal,Software Developer,0.0,1.39,0.83,46.87,9.75,Not Recommended,[],[]
9578,rivash0218,gina patel,ui designer,0.0,3.91,2.35,43.46,9.75,Not Recommended,[],[]
9579,davich831,David Chen,Cloud Engineer,0.0,5.58,3.35,41.2,9.75,Not Recommended,[],[]
9580,rivash0936,chaaya soni,product manager,0.0,5.98,3.59,40.65,9.75,Not Recommended,[],[]
9581,lindda684,Linda Davis,Data Architect,0.0,6.86,4.12,39.45,9.74,Not Recommended,[],[]
9582,rivash0755,hiral thakur,product manager,0.0,2.59,1.55,45.19,9.74,Not Recommended,[],[]
9583,rivash0750,grishm ghosh,data engineer,0.0,3.72,2.23,43.66,9.74,Not Recommended,[],[]
9584,mattth521,Matthew Thomas,Content Writer,0.0,3.03,1.82,44.59,9.74,Not Recommended,[],[]
9585,allibu901,Allison Burton,Data Analyst,0.0,2.74,1.64,44.97,9.73,Not Recommended,[],[]
9586,tracma885,Tracy Martinez,Cloud Engineer,0.0,1.78,1.07,46.25,9.73,Not Recommended,[],[]
9587,jamemo283,James Mora,QA Engineer,0.0,5.23,3.14,41.59,9.73,Not Recommended,[],[]
9588,rivash0544,hyma kaur,product manager,0.0,3.25,1.95,44.21,9.72,Not Recommended,[],[]
9589,mrs.ca644,Mrs. Carla Shaw MD,Software Engineer,0.0,4.52,2.71,42.51,9.72,Not Recommended,[],[]
9590,pedrwi660,Pedro Wilson,DevOps Engineer,0.0,6.83,4.1,39.36,9.72,Not Recommended,[],['machine learning']
9591,keviev301,Kevin Everett,Data Analyst,0.0,4.15,2.49,43.0,9.72,Not Recommended,[],[]
9592,rivash0575,roopali jain,data engineer,0.0,5.84,3.5,40.75,9.72,Not Recommended,[],[]
9593,joshsc926,Joshua Schroeder,Business Analyst,0.0,5.9,3.54,40.63,9.72,Not Recommended,[],[]
9594,kathan355,Katherine Anderson,UI Engineer,0.0,3.08,1.85,44.46,9.72,Not Recommended,[],[]
9595,tamasa109,Tamara Sanchez,E-commerce Specialist,0.0,6.5,3.9,39.82,9.72,Not Recommended,[],[]
9596,melian810,Melissa Andrews,Content Writer,0.0,2.11,1.27,45.67,9.71,Not Recommended,[],[]
9597,kimbro710,Kimberly Ross,Data Architect,0.0,2.12,1.27,45.69,9.71,Not Recommended,[],[]
9598,rivash0570,udanth mittal,data engineer,0.0,2.5,1.5,45.18,9.71,Not Recommended,[],[]
9599,ryanwi352,Ryan Wilson,QA Engineer,0.0,3.13,1.88,44.33,9.71,Not Recommended,[],[]
9600,carmfu460,Carmen Fuller,Software Engineer,0.0,4.35,2.61,42.67,9.71,Not Recommended,[],[]
9601,granbe148,Grant Becker,Cloud Engineer,0.0,7.1,4.26,38.89,9.7,Not Recommended,[],[]
9602,briale480,Brian Lewis,Data Analyst,0.0,6.64,3.98,39.52,9.7,Not Recommended,[],[]
9603,stepbr691,Stephen Brown,Machine Learning Engineer,0.0,2.3,1.38,45.39,9.7,Not Recommended,[],[]
9604,cindjo117,Cindy Johnston,E-commerce Specialist,0.0,5.68,3.41,40.76,9.69,Not Recommended,[],[]
9605,rivash0264,nirosha rai,data scientist,0.0,6.63,3.98,39.5,9.69,Not Recommended,[],[]
9606,rivash0362,upasana bhardwaj,product manager,0.0,7.01,4.21,38.98,9.69,Not Recommended,[],[]
9607,ronaba286,Ronald Barnes,Data Engineer,0.0,2.31,1.39,45.32,9.69,Not Recommended,[],[]
9608,U_91,Aiden,Software Engineer,0.0,6.29,3.77,39.96,9.69,Not Recommended,[],[]
9609,jamewh186,James White,Digital Marketing Specialist,0.0,9.98,5.99,34.93,9.68,Not Recommended,[],[]
9610,amymo380,Amy Moore,Data Analyst,0.0,4.09,2.45,42.88,9.68,Not Recommended,[],[]
9611,judibe100,Judith Beard,Cybersecurity Analyst,0.0,7.03,4.22,38.92,9.68,Not Recommended,[],['data analysis']
9612,briabo495,Brianna Boone,Software Engineer,0.0,5.5,3.3,40.95,9.68,Not Recommended,[],['data science']
9613,rivash0566,rachna joshi,data scientist,0.0,5.69,3.41,40.71,9.68,Not Recommended,[],[]
9614,jeroke804,Jerome Kennedy,Cybersecurity Analyst,0.0,6.35,3.81,39.81,9.68,Not Recommended,[],[]
9615,cindwi918,Cindy Williams,Software Engineer,0.0,2.13,1.28,45.49,9.67,Not Recommended,[],[]
9616,rivash0905,ichaa iyer,product manager,0.0,1.74,1.04,45.99,9.67,Not Recommended,[],[]
9617,KotaSai10,Kairav Basu,Project Manager,0.0,6.27,3.76,39.88,9.67,Not Recommended,[],[]
9618,U_152,Adam,Data Engineer,0.0,4.01,2.41,42.92,9.67,Not Recommended,[],[]
9619,rivash0384,dipal thakur,product manager,0.0,0.67,0.4,47.44,9.67,Not Recommended,[],[]
9620,joshsa514,Joshua Sanders,Cybersecurity Analyst,0.0,6.1,3.66,40.08,9.66,Not Recommended,[],[]
9621,scotba604,Scott Bates,Cloud Architect,0.0,7.79,4.67,37.81,9.66,Not Recommended,[],[]
9622,rivash0011,uttam seth,data analyst,0.0,0.85,0.51,47.16,9.66,Not Recommended,[],[]
9623,sherry575,Sherry Ryan,E-commerce Specialist,0.0,4.08,2.45,42.81,9.66,Not Recommended,[],['machine learning']
9624,tinaha869,Tina Harris,Content Writer,0.0,5.36,3.22,41.05,9.66,Not Recommended,[],[]
9625,debrra762,Debra Randolph,Human Resources Specialist,0.0,8.7,5.22,36.55,9.66,Not Recommended,[],['machine learning']
9626,michgo359,Michael Gonzalez,Game Developer,0.0,10.99,6.59,33.41,9.65,Not Recommended,[],['machine learning']
9627,scotco404,Scott Cole,DevOps Engineer,0.0,6.65,3.99,39.26,9.65,Not Recommended,[],[]
9628,KotaSai65,Forum Chowdhury,Project Manager,0.0,5.8,3.48,40.41,9.65,Not Recommended,[],[]
9629,michmu800,Michelle Murphy,Content Writer,0.0,5.05,3.03,41.45,9.65,Not Recommended,[],[]
9630,robeje403,Robert Jefferson,Cloud Engineer,0.0,4.11,2.47,42.7,9.65,Not Recommended,[],[]
9631,michng741,Michael Nguyen,Data Engineer,0.0,3.87,2.32,43.0,9.64,Not Recommended,[],[]
9632,rivash0977,tuhin verma,data engineer,0.0,4.85,2.91,41.65,9.64,Not Recommended,[],[]
9633,jesshu465,Jesse Hubbard,E-commerce Specialist,0.0,3.44,2.06,43.57,9.64,Not Recommended,[],[]
9634,briahi784,Brian Hicks,Software Engineer,0.0,4.27,2.56,42.42,9.64,Not Recommended,[],[]
9635,rivash0216,pihu kapoor,ui designer,0.0,10.56,6.34,33.93,9.64,Not Recommended,[],[]
9636,jareca908,Jared Castillo,System Administrator,0.0,2.49,1.49,44.87,9.64,Not Recommended,[],[]
9637,rivash0571,ritul choudhury,software engineer,0.0,2.55,1.53,44.71,9.63,Not Recommended,[],[]
9638,rivash0503,wriddhish jain,product manager,0.0,5.79,3.47,40.33,9.63,Not Recommended,[],[]
9639,briaba694,Brian Baker,E-commerce Specialist,0.0,5.6,3.36,40.58,9.63,Not Recommended,[],[]
9640,nataho241,Natalie Howard,Product Manager,0.0,5.07,3.04,41.31,9.63,Not Recommended,[],[]
9641,rivash0084,brij raj,data engineer,0.0,1.2,0.72,46.51,9.63,Not Recommended,[],[]
9642,rivash0022,grishm desai,ui designer,0.0,1.94,1.16,45.47,9.62,Not Recommended,[],[]
9643,daviwa718,David Warren,Business Analyst,0.0,7.77,4.66,37.62,9.62,Not Recommended,[],[]
9644,jameda723,James Davis,Data Architect,0.0,6.02,3.61,39.97,9.62,Not Recommended,[],[]
9645,kevipa700,Kevin Patterson,DevOps Engineer,0.0,4.47,2.68,42.09,9.62,Not Recommended,[],['data analysis']
9646,regido887,Regina Dorsey,Content Writer,0.0,6.92,4.15,38.75,9.62,Not Recommended,[],[]
9647,U_77,Aiden,UI Designer,0.0,7.8,4.68,37.57,9.62,Not Recommended,[],[]
9648,rivash0475,ojas gupta,product manager,0.0,4.76,2.86,41.63,9.61,Not Recommended,[],[]
9649,rivash0215,veda khandelwal,product manager,0.0,0.71,0.43,47.08,9.61,Not Recommended,[],[]
9650,anitsa571,Anita Santiago,Content Writer,0.0,1.86,1.12,45.54,9.61,Not Recommended,[],[]
9651,rivash0356,dhanvi das,data analyst,0.0,8.92,5.35,36.0,9.61,Not Recommended,[],[]
9652,rivash0506,kunal naidu,data engineer,0.0,3.04,1.82,43.96,9.61,Not Recommended,[],[]
9653,mr.ja818,Mr. James Estrada,Robotics Engineer,0.0,6.42,3.85,39.39,9.61,Not Recommended,[],[]
9654,ericro857,Eric Rodriguez,E-commerce Specialist,0.0,6.07,3.64,39.85,9.61,Not Recommended,[],[]
9655,rivash0037,tanima thakur,ui designer,0.0,0.73,0.44,47.08,9.61,Not Recommended,[],[]
9656,pamebr513,Pamela Brown,Blockchain Developer,0.0,9.01,5.41,35.88,9.61,Not Recommended,[],[]
9657,rivash0048,janki bedi,data scientist,0.0,8.36,5.02,36.68,9.6,Not Recommended,[],[]
9658,harima164,Sophia,Data Scientist,0.0,4.94,2.96,41.35,9.6,Not Recommended,[],[]
9659,charpo691,Charles Powell,Database Administrator,0.0,7.54,4.52,37.83,9.6,Not Recommended,[],[]
9660,rivash0911,jivin shukla,data analyst,0.0,8.0,4.8,37.2,9.6,Not Recommended,[],[]
9661,tamagu235,Tamara Guzman,Cloud Engineer,0.0,1.67,1.0,45.77,9.6,Not Recommended,[],[]
9662,crysca841,Crystal Carpenter,Robotics Engineer,0.0,2.47,1.48,44.66,9.6,Not Recommended,[],[]
9663,brittu827,Brittany Tucker,System Administrator,0.0,7.54,4.52,37.82,9.6,Not Recommended,[],['data science']
9664,U_199,Ava,Product Manager,0.0,5.46,3.28,40.64,9.6,Not Recommended,[],[]
9665,shirwi208,Shirley Williams,Data Analyst,0.0,2.65,1.59,44.41,9.6,Not Recommended,[],[]
9666,joseha764,Joseph Hammond,Data Engineer,0.0,5.18,3.11,41.0,9.6,Not Recommended,[],[]
9667,cyntgo849,Cynthia Gonzalez,Software Engineer,0.0,3.59,2.15,43.1,9.59,Not Recommended,[],[]
9668,rivash0208,fanish bhat,software engineer,0.0,8.68,5.21,36.24,9.59,Not Recommended,[],[]
9669,veroja890,Veronica James,System Administrator,0.0,5.05,3.03,41.14,9.59,Not Recommended,[],[]
9670,rivash0985,gyan soni,data scientist,0.0,2.69,1.61,44.32,9.59,Not Recommended,[],[]
9671,cyntmu968,Cynthia Munoz,Game Developer,0.0,8.53,5.12,36.45,9.59,Not Recommended,[],[]
9672,rivash0949,iksha mehta,data engineer,0.0,5.75,3.45,40.18,9.59,Not Recommended,[],[]
9673,branke148,Brandi Kelly,Software Engineer,0.0,5.35,3.21,40.71,9.59,Not Recommended,[],[]
9674,jennco541,Jennifer Conley,Product Manager,0.0,5.33,3.2,40.7,9.58,Not Recommended,[],['data science']
9675,jerelu469,Jeremy Luna,QA Engineer,0.0,5.66,3.4,40.27,9.58,Not Recommended,[],[]
9676,calejo982,Caleb Johnson,UI Engineer,0.0,5.53,3.32,40.41,9.58,Not Recommended,[],[]
9677,rivash0233,sweta bhatt,data analyst,0.0,1.47,0.88,45.9,9.58,Not Recommended,[],[]
9678,rivash0562,gargi patel,software engineer,0.0,2.82,1.69,44.09,9.58,Not Recommended,[],[]
9679,U_159,Ava,Data Engineer,0.0,4.34,2.6,42.07,9.58,Not Recommended,[],[]
9680,keitbe825,Keith Beltran,Software Engineer,0.0,2.62,1.57,44.33,9.57,Not Recommended,[],[]
9681,rivash0913,raahi kapoor,product manager,0.0,7.18,4.31,38.17,9.57,Not Recommended,[],[]
9682,willda778,William Davis,Product Manager,0.0,4.4,2.64,41.89,9.57,Not Recommended,[],['data science']
9683,michfa896,Michael Farmer,AR/VR Developer,0.0,6.34,3.8,39.24,9.56,Not Recommended,[],[]
9684,kryssm458,Krystal Smith,AI Researcher,0.0,5.97,3.58,39.72,9.56,Not Recommended,[],[]
9685,rivash0017,ovin bhatt,data scientist,0.0,7.05,4.23,38.29,9.56,Not Recommended,[],[]
9686,michca951,Michelle Cardenas,Data Scientist,0.0,3.99,2.39,42.44,9.56,Not Recommended,[],[]
9687,richwh841,Richard White,Cloud Architect,0.0,7.26,4.36,38.01,9.56,Not Recommended,[],[]
9688,rivash0749,namrata mittal,data engineer,0.0,2.36,1.42,44.49,9.54,Not Recommended,[],[]
9689,summpo273,Summer Porter,Game Developer,0.0,13.67,8.2,29.23,9.54,Not Recommended,[],[]
9690,johnto749,John Torres,Game Developer,0.0,9.65,5.79,34.66,9.54,Not Recommended,[],['data science']
9691,rivash0448,brinda bhardwaj,product manager,0.0,6.22,3.73,39.33,9.54,Not Recommended,[],[]
9692,robesi584,Robert Singleton,Human Resources Specialist,0.0,5.76,3.46,39.89,9.54,Not Recommended,[],['data science']
9693,heidal529,Heidi Allen,Cloud Architect,0.0,7.57,4.54,37.51,9.54,Not Recommended,[],[]
9694,katrgo556,Katrina Gomez,Business Analyst,0.0,4.13,2.48,42.09,9.53,Not Recommended,[],[]
9695,nancyo600,Nancy Young,Software Engineer,0.0,6.01,3.61,39.55,9.53,Not Recommended,[],['data analysis']
9696,lawrva582,Lawrence Vargas,Business Analyst,0.0,6.47,3.88,38.94,9.53,Not Recommended,[],[]
9697,donntu280,Donna Turner,System Administrator,0.0,5.7,3.42,39.96,9.53,Not Recommended,[],[]
9698,mattsa352,Matthew Savage,Data Scientist,0.0,4.34,2.6,41.79,9.53,Not Recommended,[],[]
9699,rivash0948,taksha kaur,ui designer,0.0,4.37,2.62,41.69,9.52,Not Recommended,[],[]
9700,casshe562,Cassandra Henderson,UI Engineer,0.0,4.91,2.95,40.98,9.52,Not Recommended,[],[]
9701,rivash0906,snehal basu,data analyst,0.0,1.43,0.86,45.67,9.52,Not Recommended,[],[]
9702,rivash0588,trisha reddy,data engineer,0.0,5.54,3.32,40.06,9.51,Not Recommended,[],[]
9703,patrro169,Patrick Rose,Cloud Architect,0.0,3.37,2.02,43.0,9.51,Not Recommended,[],[]
9704,U_16,Zara,UI Designer,0.0,9.6,5.76,34.57,9.51,Not Recommended,[],[]
9705,madest694,Madeline Stout,DevOps Engineer,0.0,5.23,3.14,40.49,9.51,Not Recommended,[],[]
9706,jessbe831,Jessica Berger,Digital Marketing Specialist,0.0,8.91,5.35,35.51,9.51,Not Recommended,[],[]
9707,U_59,Lucas,UI Designer,0.0,7.69,4.61,37.2,9.51,Not Recommended,[],[]
9708,ericng169,Eric Nguyen,QA Engineer,0.0,4.58,2.75,41.34,9.51,Not Recommended,[],[]
9709,ianha602,Ian Hatfield,Cybersecurity Analyst,0.0,5.94,3.56,39.56,9.51,Not Recommended,[],[]
9710,KotaSai52,Oni Kapoor,Software Developer,0.0,2.65,1.59,43.92,9.5,Not Recommended,[],[]
9711,rivash0668,rijul chawla,ui designer,0.0,2.23,1.34,44.47,9.5,Not Recommended,[],[]
9712,dorocr218,Dorothy Craig,Business Analyst,0.0,2.34,1.4,44.33,9.5,Not Recommended,[],[]
9713,marglo676,Margaret Lowe,UI Engineer,0.0,5.22,3.13,40.46,9.5,Not Recommended,[],[]
9714,rivash0901,taksha soni,data engineer,0.0,2.52,1.51,44.04,9.49,Not Recommended,[],[]
9715,jessyo237,Jessica Young,Data Analyst,0.0,2.92,1.75,43.48,9.48,Not Recommended,[],[]
9716,terrwo207,Terri Woodard,Cybersecurity Analyst,0.0,4.68,2.81,41.1,9.48,Not Recommended,[],[]
9717,rivash0685,watika shukla,product manager,0.0,5.97,3.58,39.36,9.48,Not Recommended,[],[]
9718,rachro150,Rachel Robles,Data Scientist,0.0,3.75,2.25,42.3,9.47,Not Recommended,[],[]
9719,andrbo579,Andrew Bowers,AR/VR Developer,0.0,12.49,7.49,30.48,9.47,Not Recommended,[],[]
9720,donnbr879,Donna Brooks,Business Analyst,0.0,5.83,3.5,39.49,9.47,Not Recommended,[],[]
9721,kriswi426,Kristie Williams,Business Analyst,0.0,4.77,2.86,40.92,9.47,Not Recommended,[],[]
9722,rivash0062,oni ghosh,data analyst,0.0,2.17,1.3,44.42,9.47,Not Recommended,[],[]
9723,rivash0867,larisa ghosh,product manager,0.0,8.43,5.06,35.89,9.46,Not Recommended,[],[]
9724,rivash0934,eashan kumari,data engineer,0.0,3.08,1.85,43.16,9.46,Not Recommended,[],[]
9725,rivash0470,yagna iyer,ui designer,0.0,6.15,3.69,39.01,9.46,Not Recommended,[],[]
9726,stepki372,Stephen King,Cybersecurity Analyst,0.0,3.8,2.28,42.18,9.46,Not Recommended,[],[]
9727,rivash0634,mythily desai,data scientist,0.0,4.06,2.44,41.76,9.45,Not Recommended,[],[]
9728,rivash0993,veda rathore,data engineer,0.0,2.67,1.6,43.65,9.45,Not Recommended,[],[]
9729,rivash0617,gina sahu,data analyst,0.0,0.25,0.15,46.93,9.45,Not Recommended,[],[]
9730,rivash0106,trayi ghosh,data analyst,0.0,3.24,1.94,42.91,9.45,Not Recommended,[],[]
9731,patrke793,Patricia Kelly,System Administrator,0.0,7.44,4.46,37.2,9.45,Not Recommended,[],[]
9732,rivash0379,eshani mehta,data scientist,0.0,6.33,3.8,38.63,9.44,Not Recommended,[],[]
9733,thomwi367,Thomas Wilson,QA Engineer,0.0,1.67,1.0,44.96,9.44,Not Recommended,[],[]
9734,larrca409,Larry Carpenter,QA Engineer,0.0,2.23,1.34,44.17,9.44,Not Recommended,[],[]
9735,rivash0908,nirosha mishra,software engineer,0.0,7.37,4.42,37.27,9.44,Not Recommended,[],[]
9736,jessag193,Jessica Aguilar,E-commerce Specialist,0.0,4.38,2.63,41.23,9.43,Not Recommended,[],[]
9737,shawri568,Shawn Rivera,Game Developer,0.0,7.1,4.26,37.51,9.42,Not Recommended,[],['data science']
9738,chriwo479,Christopher Woods,UI Engineer,0.0,5.95,3.57,39.08,9.42,Not Recommended,[],[]
9739,KotaSai156,Shray Jain,Software Developer,0.0,3.07,1.84,42.93,9.41,Not Recommended,[],[]
9740,rivash0371,brinda sharma,data analyst,0.0,4.81,2.89,40.5,9.4,Not Recommended,[],[]
9741,sarafu144,Sarah Fuller,AR/VR Developer,0.0,10.98,6.59,32.15,9.4,Not Recommended,[],[]
9742,stacfe293,Stacy Ferguson,UX Designer,0.0,2.77,1.66,43.25,9.4,Not Recommended,[],[]
9743,rivash0834,dipal bhatt,data analyst,0.0,3.94,2.36,41.69,9.4,Not Recommended,[],[]
9744,bradsc963,Bradley Schwartz,Full Stack Developer,0.0,1.82,1.09,44.54,9.4,Not Recommended,[],[]
9745,daniar275,Daniel Armstrong,System Administrator,0.0,1.39,0.83,45.13,9.4,Not Recommended,[],[]
9746,rivash0192,wriddhish basu,data analyst,0.0,3.8,2.28,41.84,9.39,Not Recommended,[],[]
9747,josepe668,Jose Pena,E-commerce Specialist,0.0,3.66,2.2,41.99,9.39,Not Recommended,[],[]
9748,rivash0046,uttam singh,data engineer,0.0,3.86,2.32,41.75,9.39,Not Recommended,[],[]
